"Statistic Label","Age Group","Sex","Province County or City","CensusYear","UNIT","VALUE"
"2002 Population","80 - 84 years","Male","Meath","2002","Number","664"
"2002 Population","80 - 84 years","Male","Offaly","2002","Number","406"
"2002 Population","80 - 84 years","Male","Westmeath","2002","Number","411"
"2002 Population","80 - 84 years","Male","Wexford","2002","Number","679"
"2002 Population","80 - 84 years","Male","Wicklow","2002","Number","575"
"2002 Population","80 - 84 years","Male","Munster","2002","Number","6729"
"2002 Population","80 - 84 years","Male","Clare","2002","Number","696"
"2002 Population","80 - 84 years","Male","Cork","2002","Number","2521"
"2002 Population","80 - 84 years","Male","Cork City","2002","Number","660"
"2002 Population","80 - 84 years","Male","Cork County","2002","Number","1861"
"2002 Population","80 - 84 years","Male","Kerry","2002","Number","1033"
"2002 Population","80 - 84 years","Male","Limerick","2002","Number","876"
"2002 Population","80 - 84 years","Male","Limerick City","2002","Number","245"
"2002 Population","80 - 84 years","Male","Limerick County","2002","Number","631"
"2002 Population","80 - 84 years","Male","North Tipperary","2002","Number","451"
"2002 Population","80 - 84 years","Male","South Tipperary","2002","Number","560"
"2002 Population","80 - 84 years","Male","Waterford","2002","Number","592"
"2002 Population","80 - 84 years","Male","Waterford City","2002","Number","212"
"2002 Population","80 - 84 years","Male","Waterford County","2002","Number","380"
"2002 Population","80 - 84 years","Male","Connacht","2002","Number","3575"
"2002 Population","80 - 84 years","Male","Galway","2002","Number","1385"
"2002 Population","80 - 84 years","Male","Galway City","2002","Number","256"
"2002 Population","80 - 84 years","Male","Galway County","2002","Number","1129"
"2002 Population","80 - 84 years","Male","Leitrim","2002","Number","255"
"2002 Population","80 - 84 years","Male","Mayo","2002","Number","990"
"2002 Population","80 - 84 years","Male","Roscommon","2002","Number","496"
"2002 Population","80 - 84 years","Male","Sligo","2002","Number","449"
"2002 Population","80 - 84 years","Male","Ulster (part of)","2002","Number","1934"
"2002 Population","80 - 84 years","Male","Cavan","2002","Number","495"
"2002 Population","80 - 84 years","Male","Donegal","2002","Number","1063"
"2002 Population","80 - 84 years","Male","Monaghan","2002","Number","376"
"2002 Population","80 - 84 years","Female","State","2002","Number","36574"
"2002 Population","80 - 84 years","Female","Leinster","2002","Number","17713"
"2002 Population","80 - 84 years","Female","Carlow","2002","Number","376"
"2002 Population","80 - 84 years","Female","Dublin","2002","Number","9435"
"2002 Population","80 - 84 years","Female","Dublin City","2002","Number","5488"
"2002 Population","80 - 84 years","Female","Dún Laoghaire-Rathdown","2002","Number","2112"
"2002 Population","80 - 84 years","Female","Fingal","2002","Number","860"
"2002 Population","80 - 84 years","Female","South Dublin","2002","Number","975"
"2002 Population","80 - 84 years","Female","Kildare","2002","Number","965"
"2002 Population","80 - 84 years","Female","Kilkenny","2002","Number","791"
"2002 Population","80 - 84 years","Female","Laois","2002","Number","543"
"2002 Population","80 - 84 years","Female","Longford","2002","Number","382"
"2002 Population","80 - 84 years","Female","Louth","2002","Number","965"
"2002 Population","80 - 84 years","Female","Meath","2002","Number","958"
"2002 Population","80 - 84 years","Female","Offaly","2002","Number","595"
"2002 Population","80 - 84 years","Female","Westmeath","2002","Number","656"
"2002 Population","80 - 84 years","Female","Wexford","2002","Number","1045"
"2002 Population","80 - 84 years","Female","Wicklow","2002","Number","1002"
"2002 Population","80 - 84 years","Female","Munster","2002","Number","10839"
"2002 Population","80 - 84 years","Female","Clare","2002","Number","1016"
"2002 Population","80 - 84 years","Female","Cork","2002","Number","4324"
"2002 Population","80 - 84 years","Female","Cork City","2002","Number","1335"
"2002 Population","80 - 84 years","Female","Cork County","2002","Number","2989"
"2002 Population","80 - 84 years","Female","Kerry","2002","Number","1472"
"2002 Population","80 - 84 years","Female","Limerick","2002","Number","1612"
"2002 Population","80 - 84 years","Female","Limerick City","2002","Number","505"
"2002 Population","80 - 84 years","Female","Limerick County","2002","Number","1107"
"2002 Population","80 - 84 years","Female","North Tipperary","2002","Number","644"
"2002 Population","80 - 84 years","Female","South Tipperary","2002","Number","834"
"2002 Population","80 - 84 years","Female","Waterford","2002","Number","937"
"2002 Population","80 - 84 years","Female","Waterford City","2002","Number","406"
"2002 Population","80 - 84 years","Female","Waterford County","2002","Number","531"
"2002 Population","80 - 84 years","Female","Connacht","2002","Number","5281"
"2002 Population","80 - 84 years","Female","Galway","2002","Number","1996"
"2002 Population","80 - 84 years","Female","Galway City","2002","Number","462"
"2002 Population","80 - 84 years","Female","Galway County","2002","Number","1534"
"2002 Population","80 - 84 years","Female","Leitrim","2002","Number","363"
"2002 Population","80 - 84 years","Female","Mayo","2002","Number","1545"
"2002 Population","80 - 84 years","Female","Roscommon","2002","Number","723"
"2002 Population","80 - 84 years","Female","Sligo","2002","Number","654"
"2002 Population","80 - 84 years","Female","Ulster (part of)","2002","Number","2741"
"2002 Population","80 - 84 years","Female","Cavan","2002","Number","713"
"2002 Population","80 - 84 years","Female","Donegal","2002","Number","1474"
"2002 Population","80 - 84 years","Female","Monaghan","2002","Number","554"
"2002 Population","85 years and over","Both sexes","State","2002","Number","41726"
"2002 Population","85 years and over","Both sexes","Leinster","2002","Number","19092"
"2002 Population","85 years and over","Both sexes","Carlow","2002","Number","404"
"2002 Population","85 years and over","Both sexes","Dublin","2002","Number","10185"
"2002 Population","85 years and over","Both sexes","Dublin City","2002","Number","5923"
"2002 Population","85 years and over","Both sexes","Dún Laoghaire-Rathdown","2002","Number","2289"
"2002 Population","85 years and over","Both sexes","Fingal","2002","Number","1000"
"2002 Population","85 years and over","Both sexes","South Dublin","2002","Number","973"
"2002 Population","85 years and over","Both sexes","Kildare","2002","Number","1002"
"2002 Population","85 years and over","Both sexes","Kilkenny","2002","Number","853"
"2002 Population","85 years and over","Both sexes","Laois","2002","Number","569"
"2002 Population","85 years and over","Both sexes","Longford","2002","Number","450"
"2002 Population","85 years and over","Both sexes","Louth","2002","Number","925"
"2002 Population","85 years and over","Both sexes","Meath","2002","Number","1152"
"2002 Population","85 years and over","Both sexes","Offaly","2002","Number","621"
"2002 Population","85 years and over","Both sexes","Westmeath","2002","Number","706"
"2002 Population","85 years and over","Both sexes","Wexford","2002","Number","1117"
"2002 Population","85 years and over","Both sexes","Wicklow","2002","Number","1108"
"2002 Population","85 years and over","Both sexes","Munster","2002","Number","12289"
"2002 Population","85 years and over","Both sexes","Clare","2002","Number","1273"
"2002 Population","85 years and over","Both sexes","Cork","2002","Number","4699"
"2002 Population","85 years and over","Both sexes","Cork City","2002","Number","1297"
"2002 Population","85 years and over","Both sexes","Cork County","2002","Number","3402"
"2002 Population","85 years and over","Both sexes","Kerry","2002","Number","1868"
"2002 Population","85 years and over","Both sexes","Limerick","2002","Number","1694"
"2002 Population","85 years and over","Both sexes","Limerick City","2002","Number","459"
"2002 Population","85 years and over","Both sexes","Limerick County","2002","Number","1235"
"2002 Population","85 years and over","Both sexes","North Tipperary","2002","Number","789"
"2002 Population","85 years and over","Both sexes","South Tipperary","2002","Number","923"
"2002 Population","85 years and over","Both sexes","Waterford","2002","Number","1043"
"2002 Population","85 years and over","Both sexes","Waterford City","2002","Number","436"
"2002 Population","85 years and over","Both sexes","Waterford County","2002","Number","607"
"2002 Population","85 years and over","Both sexes","Connacht","2002","Number","6890"
"2002 Population","85 years and over","Both sexes","Galway","2002","Number","2635"
"2002 Population","85 years and over","Both sexes","Galway City","2002","Number","523"
"2002 Population","85 years and over","Both sexes","Galway County","2002","Number","2112"
"2002 Population","85 years and over","Both sexes","Leitrim","2002","Number","464"
"2002 Population","85 years and over","Both sexes","Mayo","2002","Number","2052"
"2002 Population","85 years and over","Both sexes","Roscommon","2002","Number","899"
"2002 Population","85 years and over","Both sexes","Sligo","2002","Number","840"
"2002 Population","85 years and over","Both sexes","Ulster (part of)","2002","Number","3455"
"2002 Population","85 years and over","Both sexes","Cavan","2002","Number","799"
"2002 Population","85 years and over","Both sexes","Donegal","2002","Number","2007"
"2002 Population","85 years and over","Both sexes","Monaghan","2002","Number","649"
"2002 Population","85 years and over","Male","State","2002","Number","12486"
"2002 Population","85 years and over","Male","Leinster","2002","Number","5344"
"2002 Population","85 years and over","Male","Carlow","2002","Number","133"
"2002 Population","85 years and over","Male","Dublin","2002","Number","2593"
"2002 Population","85 years and over","Male","Dublin City","2002","Number","1438"
"2002 Population","85 years and over","Male","Dún Laoghaire-Rathdown","2002","Number","604"
"2002 Population","85 years and over","Male","Fingal","2002","Number","287"
"2002 Population","85 years and over","Male","South Dublin","2002","Number","264"
"2002 Population","85 years and over","Male","Kildare","2002","Number","321"
"2002 Population","85 years and over","Male","Kilkenny","2002","Number","290"
"2002 Population","85 years and over","Male","Laois","2002","Number","201"
"2002 Population","85 years and over","Male","Longford","2002","Number","147"
"2002 Population","85 years and over","Male","Louth","2002","Number","258"
"2002 Population","85 years and over","Male","Meath","2002","Number","335"
"2002 Population","85 years and over","Male","Offaly","2002","Number","205"
"2002 Population","85 years and over","Male","Westmeath","2002","Number","210"
"2002 Population","85 years and over","Male","Wexford","2002","Number","322"
"2002 Population","85 years and over","Male","Wicklow","2002","Number","329"
"2002 Population","85 years and over","Male","Munster","2002","Number","3674"
"2002 Population","85 years and over","Male","Clare","2002","Number","420"
"2002 Population","85 years and over","Male","Cork","2002","Number","1334"
"2002 Population","85 years and over","Male","Cork City","2002","Number","303"
"2002 Population","85 years and over","Male","Cork County","2002","Number","1031"
"2002 Population","85 years and over","Male","Kerry","2002","Number","612"
"2002 Population","85 years and over","Male","Limerick","2002","Number","495"
"2002 Population","85 years and over","Male","Limerick City","2002","Number","118"
"2002 Population","85 years and over","Male","Limerick County","2002","Number","377"
"2002 Population","85 years and over","Male","North Tipperary","2002","Number","246"
"2002 Population","85 years and over","Male","South Tipperary","2002","Number","282"
"2002 Population","85 years and over","Male","Waterford","2002","Number","285"
"2002 Population","85 years and over","Male","Waterford City","2002","Number","108"
"2002 Population","85 years and over","Male","Waterford County","2002","Number","177"
"2002 Population","85 years and over","Male","Connacht","2002","Number","2293"
"2002 Population","85 years and over","Male","Galway","2002","Number","881"
"2002 Population","85 years and over","Male","Galway City","2002","Number","133"
"2002 Population","85 years and over","Male","Galway County","2002","Number","748"
"2002 Population","85 years and over","Male","Leitrim","2002","Number","155"
"2002 Population","85 years and over","Male","Mayo","2002","Number","678"
"2002 Population","85 years and over","Male","Roscommon","2002","Number","303"
"2002 Population","85 years and over","Male","Sligo","2002","Number","276"
"2002 Population","85 years and over","Male","Ulster (part of)","2002","Number","1175"
"2002 Population","85 years and over","Male","Cavan","2002","Number","266"
"2002 Population","85 years and over","Male","Donegal","2002","Number","702"
"2002 Population","85 years and over","Male","Monaghan","2002","Number","207"
"2002 Population","85 years and over","Female","State","2002","Number","29240"
"2002 Population","85 years and over","Female","Leinster","2002","Number","13748"
